ds,avg_temp,avg_temp_lower,avg_temp_upper,min_temp,min_temp_lower,min_temp_upper,max_temp,max_temp_lower,max_temp_upper,precipitation,precipitation_lower,precipitation_upper,feels_like,feels_like_lower,feels_like_upper,max_feels_like,max_feels_like_lower,max_feels_like_upper,min_feels_like,min_feels_like_lower,min_feels_like_upper,humidity,humidity_lower,humidity_upper
2025-07-22,29.83239510665796,27.58291399810614,32.068166012781205,27.81990540549697,25.488412009980863,30.070070785356737,32.81577624151614,30.21649245305589,35.51723251809045,9.639514098060848,-7.226607508381019,25.925647407182705,37.811489654742964,33.469848504163245,41.92387726762186,43.50337959730144,38.18156437975951,48.804531533760795,32.452279485170216,28.029639293286685,36.97428990528471,85.3082651286512,75.51466002931957,95.16882791755171
2025-07-23,29.81484431184697,27.63688376672794,31.867991581029752,27.9363027226639,25.773104562535288,30.216093545734974,32.68528435621084,29.699127339732808,35.3719620653737,11.235267598227669,-5.882282155284787,28.60929710637849,37.74373875688873,33.7316146999468,41.54282958536765,43.403067008270384,38.28414938431725,48.76357759819394,32.528354773103516,28.015377053249814,36.885705394209225,85.73330193664962,76.44672879976785,95.90745620672159
2025-07-24,29.750780601690618,27.592325770853034,31.871058042090834,27.843352147431055,25.259198285327788,30.07513818423125,32.639207645436024,29.867849729281584,35.36620252994621,10.948010497603477,-8.510132467228823,29.351064732802723,37.69491069324913,33.89214380233288,41.84478232101876,43.43011748700074,38.64394073448403,48.15482331761689,32.46765845594383,28.30925297789208,36.63917381546216,85.95246179452553,76.61245121654402,95.49040828679756
2025-07-25,29.756414424863014,27.646972221013797,31.911604954794043,27.773423044247117,25.377334413817362,30.07832192485885,32.68630631956414,29.929973089708643,35.1481717984817,10.923189962907106,-6.431689700828936,28.000322591113065,37.77988082297945,34.11294724214651,41.64340491825968,43.629163206283614,38.42634923895587,48.69495007283419,32.3703792781954,27.708780008806304,37.030979206287284,85.41348417463628,75.78414156924605,94.72234637055209
2025-07-26,29.746755100031116,27.69682904767933,31.784307579197485,27.8007373209442,25.559740644680957,30.062712092658483,32.61450654973702,29.81085885442025,35.487739638912245,9.743685109456283,-7.8022088278935176,25.716743235906783,37.92111282836879,33.86287867386595,42.01719930200569,43.725682427777,38.6129435247157,49.03923954553343,32.53077372294658,28.147826174380384,36.74030325160203,85.47063244288637,76.25466704795316,94.9012537756164
2025-07-27,29.714930289707624,27.425477441007924,31.88553040510029,27.778611370246242,25.45991567922028,30.048751912348543,32.641299432736034,29.915432233375224,35.38839230142805,9.828650596676411,-6.768007990416487,27.232661394267996,37.81319447908221,33.66495592133018,42.159038069188846,43.56634252044375,38.4390206109768,48.464176757862674,32.580700413406895,28.002000396411376,37.18125742887083,85.58585916806743,75.97587464391498,95.24264223717068
2025-07-28,29.664916578134672,27.41170509592372,31.69387072916593,27.67703769448588,25.35363756124354,30.149133759498685,32.501664609968834,29.51869128422189,35.25593738648258,11.940404071776756,-5.924823058991866,27.998627601970057,37.667291456794246,33.49545745865671,41.682891205585136,43.36995478375314,38.06096147997478,48.09933352209095,32.34550197842176,27.770579380844808,36.75476064627215,85.63188450741691,76.26836444421527,95.51839213588218
2025-07-29,29.65369709757462,27.475699740981256,31.65326044561854,27.823424179720536,25.501892933082402,29.953464575366432,32.43769595333735,29.595737124085858,35.315483863177995,11.501912605057434,-5.216853916452703,30.295862939109842,37.605345161895066,33.86940955035252,41.673415433286,43.363383610649706,38.26945392262416,48.04432085326982,32.36488271448785,27.66088515216384,36.54183457236044,86.31244881917546,76.69530234598693,95.68197547786694
2025-07-30,29.59906488542786,27.430671088338524,31.77154668464777,27.909287798457054,25.357543620479078,30.116360454562418,32.252134800173685,29.44795684921951,35.13095224737379,13.102320938744661,-3.993378454149691,30.47164936574915,37.44501346983155,33.670566972477815,41.44843812586802,43.153334317405694,38.08315896147703,48.50706002740572,32.33923728845758,28.16704536667342,36.68794727676782,86.8554066897584,77.33217369395544,96.7386849822333
2025-07-31,29.501388443158486,27.379673191530788,31.639927109357878,27.785728451203546,25.45903780064283,30.078210981002318,32.158749269478605,29.49345827206381,35.012002893088656,12.77730433974962,-3.9627009545860385,29.87464768383681,37.30675610542285,33.287909778792475,41.470406958606624,43.071974518347425,37.85924801377172,48.29348407102775,32.17793961265031,27.85133594110264,36.461079811922936,87.17179934779293,77.47420995802712,96.40348262126288
2025-08-01,29.477844515124172,27.314211197066573,31.723139962791837,27.685929853136468,25.195650082699586,29.88273242103051,32.16758207739731,29.32161572015103,34.98004748698167,12.672611830009744,-4.2539386536832,29.270131254634727,37.3078394052232,33.109510551541476,41.3151405740658,43.166773679636634,38.28046320045577,48.07145569644527,31.983642514880813,27.712575318155704,36.64540840736443,86.70612607470756,77.25663504599771,95.85561570377328
2025-08-02,29.4443098203935,27.17035171294589,31.764429906925272,27.684911945247965,25.36863163201634,30.11445883129456,32.06763948387599,29.472160928789037,34.79038240245832,11.37251171521365,-6.543452452076999,28.62830121601856,37.372992687246565,33.62490580251717,41.57322469176567,43.16594897235877,38.36456804804171,48.00854295098286,32.05299704524849,27.651377183069016,36.58853992183049,86.80990418953157,76.80208069936901,96.33901486940591
2025-08-03,29.3946564583619,27.205209039498026,31.747125700146253,27.636750116123658,25.382425706162458,29.86443805357402,32.07726193659795,29.360759606709276,34.82105654667772,11.298605880432362,-7.019122456797998,29.70452139820056,37.19888157611922,33.27179000488039,41.40477402489636,42.91873596398956,37.87465293921081,47.65976982934506,32.020121417675036,27.59772637001773,36.43430491793779,86.94291522631596,77.15029332599899,96.77622499199303
2025-08-04,29.33346121681022,27.228614214712167,31.51028568196829,27.512135084093934,25.14703275916994,30.086876443230704,31.932024575388592,29.324955605764025,34.71947254100825,13.21666046904263,-3.407763710395051,30.03192083757977,36.998503745370535,32.811188009496156,41.06305546919598,42.646274996122784,37.820531543671166,47.69772059698263,31.71242051050504,27.10397417825852,35.85266684768086,86.97635225044009,77.69979968992621,96.42548089900261
2025-08-05,29.318145344016784,27.249561618203714,31.46326609570704,27.63909203586911,25.209997960529268,29.808093883286393,31.874345661404078,29.08095356312682,34.878265751561514,12.55400950143308,-3.2113184917048336,28.720575216460606,36.8953346701725,32.894678805777644,40.97720162758232,42.57745768383244,37.29783983379206,47.52724774816359,31.671406032286836,27.441236382796557,35.84243466465346,87.6131273057306,78.30721160051618,96.86573698718409
2025-08-06,29.266764001802525,26.968227792046715,31.3311013420484,27.709656387248707,25.431756900280494,30.015448755273184,31.707008927147967,28.919305840006235,34.37682148549991,13.904976351152111,-2.578169293853452,30.49268389229594,36.70822388038869,32.722286012939115,40.99966195919257,42.32065962589935,37.390355196209896,47.308338222155776,31.59897424779198,27.04437228796827,36.17540405316618,88.08100433184313,78.62813282843717,97.49879020774607
2025-08-07,29.17976230617588,27.070322530094014,31.3989740787274,27.57533240188536,25.368731069565474,30.058908678368102,31.643538740317577,28.7760025866723,34.44989809370064,13.31109859320168,-3.120932652538454,30.362878176497553,36.55844471021328,32.74191042519444,40.80694366512018,42.20931577711251,37.22106167230293,47.22567372406452,31.40565187609728,27.074530840577765,35.837021002001855,88.29169304707958,78.37550990209849,98.03137464352803
2025-08-08,29.17420329712495,27.032274754531098,31.333904277644887,27.469582024168343,25.12755471392464,29.730006052879233,31.693450695423905,28.919426726102262,34.568839186156,12.924525279179623,-4.540377750371523,29.139658745536238,36.56367340813357,32.65623328878944,40.53750538748847,42.291724455270035,37.20041176568366,46.97801425286595,31.194862049123543,26.71156529931394,35.42407933878725,87.69112335210895,78.1243901621576,97.34523478779043
2025-08-09,29.16565977136954,26.869109932032806,31.40540729592222,27.467568766204128,25.33622886505161,29.787611938998573,31.644950288913726,29.03245947173403,34.46792757263638,11.336302311808907,-6.084101422655988,27.985634384777857,36.64863065230018,32.72497594509216,40.92675709033914,42.29646916708512,37.47147256207956,47.535787671066814,31.26362018654832,26.906607929940307,35.875477797965246,87.6329892418922,78.60735855462514,96.14625963361647
2025-08-10,29.14751476967114,27.161426631059904,31.511305183743584,27.423372195822537,24.976549429567825,29.77094533921361,31.715320092304964,28.816168552966598,34.568184343336156,10.97501651146265,-5.633292968532854,28.712689910190978,36.509551350964415,32.73920405755552,40.62306182987794,42.072677549078975,36.75831468203398,47.45036626485589,31.245990516708304,26.723572817192224,35.643478717364005,87.57995974687813,77.74542999118083,97.49961253560954
2025-08-11,29.12368088452522,26.927980162733284,31.24187612170655,27.30754702853747,24.986196379910233,29.684145960610667,31.638843261065567,28.751520957612044,34.338448621441074,12.613450378287245,-4.041069226151058,31.253637975939853,36.358588409032976,32.1189876816841,40.18614931309187,41.84090869739576,36.984005890850575,46.896220169525215,30.968904594297058,26.733559789612908,35.652880794024355,87.40677226121507,78.49300377904044,96.33386429570493
2025-08-12,29.150754753389123,27.01490434159024,31.373105362406513,27.44784546044876,25.137216815452067,29.76094431189311,31.656440950182713,29.075688679177084,34.277491171115365,11.685808641943346,-6.13338068000556,28.758164658372152,36.31797795168975,32.131158503508914,40.636136705394485,41.82901340184258,36.54704759611091,46.4744470113494,30.97299202817076,26.79272998521197,35.48200359060693,87.82046817238827,78.23633874313767,96.87606901440174
2025-08-13,29.14582562793464,26.874580198095,31.570511533669805,27.535900034766627,25.159499919591195,29.8929098067026,31.569228981703525,28.725792672386444,34.15695003340101,12.792966080821898,-4.028229523201841,30.120000400385035,36.20496607064126,32.01858958518066,40.146870164650466,41.643893101789175,36.659075186144754,46.626350326398885,30.958880097130663,26.722831967794637,35.69616089700456,88.05343755260148,79.22174929368698,97.11665844251175
2025-08-14,29.10825447699529,26.839494836958796,31.26320295462394,27.422693093043506,25.026291969632364,29.765464708713363,31.588931863807154,28.83667697910317,34.37501390033848,11.98252659796005,-4.5535715037878255,28.9158489217651,36.13889935185894,32.127232118736735,40.24918913572,41.617113396281226,36.94516963996394,46.7343731333305,30.83547232810375,26.358967349177295,35.2237141757941,88.0224103000184,78.3448167357396,97.68242711238541
2025-08-15,29.15392840394916,27.02326809731042,31.483686826795555,27.341059875265348,25.046308590710797,29.827619414943328,31.72317585786615,28.971773104489966,34.33273599522414,11.412066872347342,-6.342867112109749,29.05496391326283,36.235254015867596,32.13333538274003,40.29235156725542,41.79475712891909,36.49001578216446,46.965921257461005,30.704257080713372,26.371073950075388,35.33914041967425,87.17861560951498,78.20937680396241,96.31170814715313
2025-08-16,29.19718165374208,26.95384589423358,31.358181761870814,27.365449717957183,24.96897847286228,29.57259554929531,31.758232729809674,29.012921899417023,34.53269115330494,9.677284201210476,-7.302179531671098,26.50621318600324,36.416335414104886,32.21295875325052,40.41119388599888,41.9029049699352,36.95350341217043,46.99448998237451,30.86005486494937,26.353236371921906,35.66398201906838,86.88120146246571,77.39311508366974,95.97415467184375
2025-08-17,29.23012726157921,26.94852225484991,31.472349567818654,27.349160418372545,25.007804200301337,29.78633569609715,31.909453503946803,29.26503641499314,34.74755659359915,9.210522645228579,-7.231996184986488,26.752368338713776,36.37581222480353,32.326456393166936,40.33492028456065,41.787961252398475,36.822558477980785,46.60173755746777,30.934533737794887,26.470203118200306,35.254652333615326,86.59831467132304,77.46846313166066,96.48378548691122
2025-08-18,29.255408707818628,27.024346314319633,31.503826015918303,27.26191921426299,25.056548297145163,29.706297217674738,31.90923891103252,29.22106896908056,34.66086548949863,10.78733248391439,-5.857199827648282,28.26997849074741,36.3231892997443,32.18386444290693,40.7685872200252,41.66761456032904,36.43229484668916,46.490735531535485,30.752092529072446,26.344421631400035,35.413422215359375,86.21006008871542,76.93114273436862,96.0060355798407
2025-08-19,29.328387102320654,27.16281031447094,31.57956045886834,27.43062840375974,25.07821700862198,29.686608491079415,31.996722934830437,29.297020407826555,34.686489283209326,9.843626483476015,-7.347174758086851,26.077513602956053,36.37804477661499,32.44033684932541,40.5378271691921,41.76677561811998,36.3103947844867,46.52576591632659,30.85076033654482,26.312157675883075,35.34522345516998,86.42860230087942,77.16440737954561,96.22094983381976
2025-08-20,29.364981928684003,27.244539297663728,31.537803851266467,27.54607224387388,25.20360636764472,30.024566444595326,31.971373644797676,29.258878962888872,34.665429714647445,10.980884213741597,-5.415674637981238,28.827080059641084,36.35502955130643,32.3264563740279,40.5942409906837,41.689416196281776,36.40728795151911,46.625286165582274,30.92856707131464,26.6193867495173,35.56970383892694,86.49108003509443,77.05152471785901,95.52828412015202
2025-08-21,29.363480950932544,27.176642331747278,31.604913233352903,27.45841050123135,25.225362498955878,29.775562714923975,32.04344829561724,29.113018003336038,34.61357302077951,10.246195456397569,-6.500920313295102,28.54829111786197,36.37102935733045,32.258640790638346,40.177857974256376,41.76426268362734,36.474573638563584,46.54820476382148,30.891893160473778,25.97991080055893,35.61847900473827,86.31847410905596,77.45163112610248,95.32830408019599
2025-08-22,29.438823236452848,27.287998251909105,31.533105634073813,27.399705037655167,25.02020136818331,29.619055620503158,32.21932333909566,29.438116400589358,34.93089685518899,9.795516352475357,-7.413809313414635,27.156487137373187,36.539262287408,32.91709213939807,40.44598901638639,42.03472714449501,37.338883335315614,47.10853800071731,30.839847468071387,26.323141111712562,35.21154440517146,85.36565411823202,76.40739832631805,94.16881757072026
2025-08-23,29.504545794223027,27.35795004303661,31.596303138910837,27.44370321331699,25.20777789708894,29.653471275750352,32.28427002932641,29.471426311608127,34.96875965688259,8.221857502034922,-8.547683515207316,25.427649126495137,36.78004157653588,32.720043786288926,40.790162791288104,42.22446162258452,36.93059180909636,47.0519138408175,31.065080218505596,26.519508755160217,35.39811777576851,84.99469865058676,75.60092615513936,93.99551830225742
2025-08-24,29.55213717638178,27.290059827940745,31.728410154888156,27.443092543159086,25.018865347032957,29.844534168885755,32.45291410470226,29.598117164116854,35.18494007424999,7.953877006106209,-10.04526737438662,25.29929916697542,36.78536619201361,32.995100722367695,40.85735473985595,42.17775138869747,37.13069738442211,47.289014990867514,31.197358420896236,26.471411248234855,35.517154091024935,84.67589236000357,75.6635910609905,93.65544945580619
2025-08-25,29.58380679548502,27.305785550604185,31.634633380173234,27.367099475588102,24.9361004934436,29.779927010038335,32.457225547263995,29.51658275486143,35.370854147618736,9.762531649780186,-7.516905780485425,26.14999492089724,36.763441561378244,32.66339767444602,40.613251728176024,42.11053472948959,37.07722319503725,47.060622850441234,31.059501845075893,26.57248321461939,35.44011818345169,84.290620917437,75.05926653214591,92.952791531664
2025-08-26,29.654684977558105,27.326591856602697,31.727192550309244,27.54224980586202,25.01032063603681,29.808395095460742,32.53621429454467,29.578127259024644,35.05358782582643,9.078347283045778,-8.470539504766014,26.442429484037028,36.83295465682986,32.95075949525353,41.06149940064608,42.246390138721345,37.55817192881538,46.975125286977644,31.18832648583818,27.014891844409906,35.426425282403216,84.55142911087228,74.47211143254461,94.41139602649767
2025-08-27,29.680671401653345,27.471675457485503,31.816102407441324,27.65908693339332,25.261991064295028,29.970782130978076,32.48953573941463,29.906308865988308,35.357554490269614,10.496756621040387,-7.1673568295241346,27.359182096235585,36.80810039920272,32.80206996713796,41.27785220408968,42.18841319896173,36.88791741976049,46.974782993160076,31.281049032336785,26.789507158040596,35.71768768420712,84.6949137560331,75.8578744195064,93.9234991489571
2025-08-28,29.660247283314792,27.50483962790503,31.939133572251947,27.567673002350332,25.220639196651373,29.886983665906573,32.52794283387292,29.646415519137037,35.23710523585279,10.05829200258049,-5.617601793236585,27.214167674880283,36.805758795821205,32.48683763457356,40.50516714056457,42.26493567906266,37.27145228079373,47.21950247405966,31.243659461255145,26.832054626742014,35.69611190805375,84.64059311188271,75.50063642596471,93.87512089760061
2025-08-29,29.708755152692593,27.46317450111122,31.7320149111539,27.500119078438544,25.174641839235935,29.836319870760278,32.65860547040333,29.80106196128044,35.499107333811125,9.912002858115557,-6.990959411767553,26.333044839924064,36.93959513817283,32.88927858499347,40.91031948610205,42.51946887654537,37.29348499532652,47.50498345464182,31.17531013109597,26.508638253684907,35.764885972193156,83.84097826442068,74.73656752812114,93.10447534401253
2025-08-30,29.740336769097237,27.669572922712206,31.995739099926904,27.53036802592213,25.0715946182642,29.80784266491511,32.66786804331728,29.90650984281234,35.37524196156632,8.643812913953136,-7.623337093049866,25.90423752310771,37.13081290974736,33.29276026998245,41.513195895359644,42.67625653650153,38.3665957510789,47.900015631555384,31.36912780295185,26.93740896870008,35.98483947025235,83.65494092076877,74.99408043779192,92.98554821403684
2025-08-31,29.747272708407635,27.60143422948661,32.05565844833676,27.511444516417605,25.111119112842587,29.842632889433727,32.77168408417675,29.94983355966713,35.29835531256967,8.675285759278136,-8.236045745408784,25.11956458073435,37.072722127718706,33.0499772588088,40.98534312522973,42.580652988085696,37.514843637841075,47.5567304537603,31.45577606378592,26.962898590888383,36.235386167227595,83.54877998298048,74.34825166268506,92.04524199878686
2025-09-01,29.73273270546647,27.63745425358209,31.931995863635493,27.41304514899145,24.993736936756015,29.88464654869467,32.703574561881794,29.735086169239455,35.39747625726208,10.770447549297785,-5.367936396267526,28.612870174552246,36.97522597205037,32.91293809710216,41.31301172425482,42.450114417287104,37.33642785999708,47.4750474452644,31.259366518353367,26.73290429089839,35.923879749417566,83.39920636185235,73.82587740134998,92.15596002169406
2025-09-02,29.752952234766468,27.645641661679296,31.811279570608978,27.562286416213198,25.225440430636063,30.01550119117829,32.70428647813215,29.82617431917055,35.41245598086641,10.35322353090796,-7.77952310444892,27.109304182817773,36.9590507753644,33.13040971103453,41.39587985648672,42.510144830447516,37.472888240896616,47.304354704397795,31.318366332200196,27.006834090502238,35.60914271185142,83.91350918037453,74.8150848010333,93.52159964802088
2025-09-03,29.725053565049482,27.553630576094953,32.01368306961494,27.650407053196933,25.484734975696245,29.85290799795829,32.57535649630226,29.879952174373066,35.37616632652781,12.012932411850883,-4.151345181570654,28.360925595682794,36.84071750178958,32.674489574941525,41.01291883574817,42.36612004415264,36.981386207344,47.16528511219815,31.331956601727192,27.022348995861343,35.78441031495087,84.32257239505482,75.44434190475555,94.186781376175
2025-09-04,29.648827336819377,27.62671797846222,31.77576170696783,27.528250233329228,25.18501593306657,29.934927525174203,32.529517446755044,29.651299374240825,35.21813589414117,11.784622190991007,-4.9071653891184726,29.188089147046195,36.73965557424318,32.82261263681829,40.8126447232934,42.348943602599746,37.6098030312499,47.51772410082108,31.208349916441225,27.186914850712903,36.082483092052854,84.53988044843695,74.79873596227272,93.67691234147524
2025-09-05,29.640979293810894,27.381593200277713,31.66210429164387,27.428772272646704,25.20019322333468,29.815068200231323,32.575969508111946,30.077977952652827,35.35726479746943,11.81261366044776,-5.840187602756338,29.041581170992483,36.77223306266234,32.54310699445871,40.65842930370811,42.50491831966086,37.394598170551916,47.32121197416516,31.049116990619265,26.672554323068184,35.647506460928426,84.01173496697278,73.87658985958981,92.98700151061999
